id_student,code_module,code_presentation,final_result,total_clicks,median_score,late_submission_pct,engagement_band,score_band
566482,DDD,2013J,Withdrawn,90.0,26.5,0.0,Medium (76-150),Very Low (0-40)
566553,DDD,2013J,Withdrawn,24.0,,,Very Low (0-25),
566704,DDD,2013J,Withdrawn,5.0,,,Very Low (0-25),
566795,DDD,2013J,Fail,0.0,,,Very Low (0-25),
566810,DDD,2013J,Fail,1.0,,,Very Low (0-25),
566979,DDD,2013J,Distinction,172.0,89.0,0.0,High (151-300),Very High (86-100)
567152,DDD,2013J,Pass,117.0,83.0,0.0,Medium (76-150),High (71-85)
567167,DDD,2013J,Pass,70.0,77.0,14.3,Low (26-75),High (71-85)
567176,DDD,2013J,Withdrawn,38.0,,,Low (26-75),
567246,DDD,2013J,Withdrawn,1.0,,,Very Low (0-25),
567292,DDD,2013J,Pass,91.0,91.0,0.0,Medium (76-150),Very High (86-100)
567304,DDD,2013J,Pass,62.0,64.0,20.0,Low (26-75),Medium (56-70)
567417,DDD,2013J,Pass,308.0,67.0,14.3,Very High (300+),Medium (56-70)
567451,DDD,2013J,Pass,100.0,72.0,0.0,Medium (76-150),High (71-85)
567970,DDD,2013J,Fail,51.0,51.5,33.3,Low (26-75),Low (41-55)
568043,DDD,2013J,Fail,0.0,,,Very Low (0-25),
568045,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
568068,DDD,2013J,Fail,45.0,29.0,20.0,Low (26-75),Very Low (0-40)
568196,DDD,2013J,Pass,143.0,89.0,0.0,Medium (76-150),Very High (86-100)
568223,DDD,2013J,Distinction,149.0,78.0,0.0,Medium (76-150),High (71-85)
568296,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
568422,DDD,2013J,Fail,0.0,,,Very Low (0-25),
568566,DDD,2013J,Pass,199.0,79.0,0.0,High (151-300),High (71-85)
568578,DDD,2013J,Fail,39.0,91.0,0.0,Low (26-75),Very High (86-100)
568580,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
568598,DDD,2013J,Pass,687.0,78.0,0.0,Very High (300+),High (71-85)
568668,DDD,2013J,Fail,4.0,41.0,100.0,Very Low (0-25),Low (41-55)
568741,DDD,2013J,Withdrawn,94.0,64.0,0.0,Medium (76-150),Medium (56-70)
568835,DDD,2013J,Fail,99.0,63.0,0.0,Medium (76-150),Medium (56-70)
568948,DDD,2013J,Pass,191.0,92.0,14.3,High (151-300),Very High (86-100)
568963,DDD,2013J,Pass,125.0,78.0,0.0,Medium (76-150),High (71-85)
569279,DDD,2013J,Fail,91.0,32.0,28.6,Medium (76-150),Very Low (0-40)
569743,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
569857,DDD,2013J,Withdrawn,141.0,58.0,0.0,Medium (76-150),Medium (56-70)
569891,DDD,2013J,Withdrawn,6.0,,,Very Low (0-25),
569928,DDD,2013J,Pass,109.0,81.0,0.0,Medium (76-150),High (71-85)
569935,DDD,2013J,Pass,138.0,72.0,14.3,Medium (76-150),High (71-85)
569978,DDD,2013J,Pass,645.0,75.0,28.6,Very High (300+),High (71-85)
570237,DDD,2013J,Pass,148.0,68.0,0.0,Medium (76-150),Medium (56-70)
570319,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
570401,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
570403,DDD,2013J,Pass,69.0,79.0,14.3,Low (26-75),High (71-85)
570531,DDD,2013J,Pass,70.0,94.0,0.0,Low (26-75),Very High (86-100)
570630,DDD,2013J,Pass,90.0,66.0,28.6,Medium (76-150),Medium (56-70)
570671,DDD,2013J,Pass,188.0,80.0,0.0,High (151-300),High (71-85)
570871,DDD,2013J,Pass,156.0,68.0,0.0,High (151-300),Medium (56-70)
570872,DDD,2013J,Pass,163.0,85.0,0.0,High (151-300),High (71-85)
570896,DDD,2013J,Pass,109.0,83.0,0.0,Medium (76-150),High (71-85)
571000,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
571055,DDD,2013J,Fail,89.0,79.0,0.0,Medium (76-150),High (71-85)
571131,DDD,2013J,Pass,68.0,59.5,16.7,Low (26-75),Medium (56-70)
571242,DDD,2013J,Pass,50.0,78.0,28.6,Low (26-75),High (71-85)
571382,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
571451,DDD,2013J,Pass,165.0,81.0,14.3,High (151-300),High (71-85)
571512,DDD,2013J,Pass,238.0,81.0,0.0,High (151-300),High (71-85)
571640,DDD,2013J,Fail,128.0,55.0,0.0,Medium (76-150),Low (41-55)
571682,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
571716,DDD,2013J,Fail,107.0,63.5,0.0,Medium (76-150),Medium (56-70)
571765,DDD,2013J,Pass,70.0,86.0,0.0,Low (26-75),Very High (86-100)
571776,DDD,2013J,Pass,198.0,90.0,0.0,High (151-300),Very High (86-100)
571808,DDD,2013J,Pass,183.0,60.0,28.6,High (151-300),Medium (56-70)
571921,DDD,2013J,Distinction,354.0,91.0,0.0,Very High (300+),Very High (86-100)
571950,DDD,2013J,Withdrawn,61.0,59.0,66.7,Low (26-75),Medium (56-70)
571951,DDD,2013J,Pass,188.0,85.0,0.0,High (151-300),High (71-85)
572038,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
572060,DDD,2013J,Pass,220.0,86.0,0.0,High (151-300),Very High (86-100)
572087,DDD,2013J,Withdrawn,62.0,71.0,0.0,Low (26-75),High (71-85)
572089,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
572134,DDD,2013J,Fail,20.0,,,Very Low (0-25),
572143,DDD,2013J,Withdrawn,4.0,63.0,0.0,Very Low (0-25),Medium (56-70)
572149,DDD,2013J,Pass,95.0,83.0,0.0,Medium (76-150),High (71-85)
572231,DDD,2013J,Pass,97.0,60.0,0.0,Medium (76-150),Medium (56-70)
572233,DDD,2013J,Pass,211.0,64.0,0.0,High (151-300),Medium (56-70)
572241,DDD,2013J,Fail,75.0,65.0,66.7,Low (26-75),Medium (56-70)
572280,DDD,2013J,Pass,106.0,73.0,0.0,Medium (76-150),High (71-85)
572281,DDD,2013J,Withdrawn,14.0,,,Very Low (0-25),
572338,DDD,2013J,Pass,129.0,73.0,0.0,Medium (76-150),High (71-85)
572348,DDD,2013J,Distinction,267.0,90.0,28.6,High (151-300),Very High (86-100)
572382,DDD,2013J,Pass,38.0,60.0,0.0,Low (26-75),Medium (56-70)
572431,DDD,2013J,Pass,115.0,85.5,0.0,Medium (76-150),Very High (86-100)
572452,DDD,2013J,Fail,92.0,78.0,0.0,Medium (76-150),High (71-85)
572457,DDD,2013J,Pass,346.0,88.0,0.0,Very High (300+),Very High (86-100)
572460,DDD,2013J,Fail,82.0,60.5,16.7,Medium (76-150),Medium (56-70)
572470,DDD,2013J,Fail,14.0,,,Very Low (0-25),
572548,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
572567,DDD,2013J,Withdrawn,80.0,57.0,25.0,Medium (76-150),Medium (56-70)
572620,DDD,2013J,Withdrawn,2.0,,,Very Low (0-25),
572648,DDD,2013J,Fail,67.0,66.0,42.9,Low (26-75),Medium (56-70)
572688,DDD,2013J,Pass,169.0,75.0,0.0,High (151-300),High (71-85)
572697,DDD,2013J,Pass,91.0,79.0,14.3,Medium (76-150),High (71-85)
572698,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
572730,DDD,2013J,Pass,84.0,65.0,0.0,Medium (76-150),Medium (56-70)
572735,DDD,2013J,Pass,76.0,86.0,0.0,Medium (76-150),Very High (86-100)
572751,DDD,2013J,Fail,11.0,28.0,0.0,Very Low (0-25),Very Low (0-40)
572754,DDD,2013J,Pass,66.0,75.0,0.0,Low (26-75),High (71-85)
572774,DDD,2013J,Pass,211.0,77.0,0.0,High (151-300),High (71-85)
572806,DDD,2013J,Pass,212.0,74.0,14.3,High (151-300),High (71-85)
572854,DDD,2013J,Distinction,126.0,86.0,0.0,Medium (76-150),Very High (86-100)
572874,DDD,2013J,Pass,87.0,91.0,0.0,Medium (76-150),Very High (86-100)
572880,DDD,2013J,Withdrawn,209.0,36.0,0.0,High (151-300),Very Low (0-40)
572900,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
572909,DDD,2013J,Fail,11.0,48.0,100.0,Very Low (0-25),Low (41-55)
572949,DDD,2013J,Withdrawn,30.0,73.0,66.7,Low (26-75),High (71-85)
572976,DDD,2013J,Pass,65.0,60.0,33.3,Low (26-75),Medium (56-70)
573235,DDD,2013J,Withdrawn,54.0,85.0,0.0,Low (26-75),High (71-85)
573284,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
573307,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
573473,DDD,2013J,Pass,35.0,62.0,0.0,Low (26-75),Medium (56-70)
573541,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
573602,DDD,2013J,Fail,228.0,63.0,0.0,High (151-300),Medium (56-70)
573646,DDD,2013J,Withdrawn,103.0,84.0,0.0,Medium (76-150),High (71-85)
573689,DDD,2013J,Pass,153.0,67.0,40.0,High (151-300),Medium (56-70)
573709,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
573712,DDD,2013J,Withdrawn,92.0,62.0,100.0,Medium (76-150),Medium (56-70)
573780,DDD,2013J,Pass,34.0,66.0,57.1,Low (26-75),Medium (56-70)
573845,DDD,2013J,Pass,69.0,67.5,33.3,Low (26-75),Medium (56-70)
573970,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
574029,DDD,2013J,Withdrawn,4.0,,,Very Low (0-25),
574035,DDD,2013J,Pass,85.0,92.0,0.0,Medium (76-150),Very High (86-100)
574088,DDD,2013J,Pass,175.0,57.0,0.0,High (151-300),Medium (56-70)
574098,DDD,2013J,Pass,186.0,63.0,0.0,High (151-300),Medium (56-70)
574099,DDD,2013J,Withdrawn,41.0,79.0,25.0,Low (26-75),High (71-85)
574181,DDD,2013J,Withdrawn,7.0,,,Very Low (0-25),
574310,DDD,2013J,Distinction,65.0,83.0,0.0,Low (26-75),High (71-85)
574330,DDD,2013J,Withdrawn,42.0,72.0,0.0,Low (26-75),High (71-85)
574498,DDD,2013J,Pass,271.0,85.0,0.0,High (151-300),High (71-85)
574529,DDD,2013J,Fail,97.0,47.5,0.0,Medium (76-150),Low (41-55)
574623,DDD,2013J,Fail,37.0,38.0,14.3,Low (26-75),Very Low (0-40)
574627,DDD,2013J,Withdrawn,10.0,39.0,0.0,Very Low (0-25),Very Low (0-40)
574665,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
574705,DDD,2013J,Distinction,195.0,93.0,0.0,High (151-300),Very High (86-100)
574720,DDD,2013J,Pass,60.0,84.0,0.0,Low (26-75),High (71-85)
574730,DDD,2013J,Fail,0.0,,,Very Low (0-25),
574743,DDD,2013J,Fail,73.0,33.0,0.0,Low (26-75),Very Low (0-40)
574819,DDD,2013J,Fail,98.0,54.0,0.0,Medium (76-150),Low (41-55)
574842,DDD,2013J,Pass,66.0,82.0,0.0,Low (26-75),High (71-85)
574860,DDD,2013J,Withdrawn,2.0,,,Very Low (0-25),
574866,DDD,2013J,Withdrawn,50.0,81.0,0.0,Low (26-75),High (71-85)
574873,DDD,2013J,Pass,331.0,88.0,0.0,Very High (300+),Very High (86-100)
574895,DDD,2013J,Distinction,78.0,91.0,0.0,Medium (76-150),Very High (86-100)
574938,DDD,2013J,Distinction,170.0,89.0,0.0,High (151-300),Very High (86-100)
575192,DDD,2013J,Pass,88.0,57.0,0.0,Medium (76-150),Medium (56-70)
575213,DDD,2013J,Withdrawn,28.0,45.5,0.0,Low (26-75),Low (41-55)
575258,DDD,2013J,Pass,225.0,84.0,28.6,High (151-300),High (71-85)
575337,DDD,2013J,Withdrawn,15.0,,,Very Low (0-25),
575365,DDD,2013J,Withdrawn,1.0,52.0,0.0,Very Low (0-25),Low (41-55)
575376,DDD,2013J,Pass,112.0,89.0,0.0,Medium (76-150),Very High (86-100)
575385,DDD,2013J,Distinction,54.0,87.0,0.0,Low (26-75),Very High (86-100)
575431,DDD,2013J,Pass,125.0,89.0,0.0,Medium (76-150),Very High (86-100)
575493,DDD,2013J,Withdrawn,130.0,81.5,0.0,Medium (76-150),High (71-85)
575766,DDD,2013J,Pass,96.0,75.0,0.0,Medium (76-150),High (71-85)
575773,DDD,2013J,Withdrawn,3.0,,,Very Low (0-25),
575798,DDD,2013J,Pass,103.0,85.0,0.0,Medium (76-150),High (71-85)
575811,DDD,2013J,Withdrawn,86.0,62.0,20.0,Medium (76-150),Medium (56-70)
575855,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
575962,DDD,2013J,Fail,32.0,55.5,50.0,Low (26-75),Medium (56-70)
575999,DDD,2013J,Withdrawn,5.0,,,Very Low (0-25),
576031,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
576040,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
576083,DDD,2013J,Pass,85.0,82.0,0.0,Medium (76-150),High (71-85)
576131,DDD,2013J,Withdrawn,20.0,51.0,50.0,Very Low (0-25),Low (41-55)
576231,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
576233,DDD,2013J,Pass,143.0,75.0,0.0,Medium (76-150),High (71-85)
576251,DDD,2013J,Distinction,117.0,93.0,0.0,Medium (76-150),Very High (86-100)
576314,DDD,2013J,Fail,78.0,69.0,20.0,Medium (76-150),Medium (56-70)
576368,DDD,2013J,Fail,152.0,47.0,0.0,High (151-300),Low (41-55)
576383,DDD,2013J,Distinction,172.0,90.0,0.0,High (151-300),Very High (86-100)
576413,DDD,2013J,Distinction,383.0,93.0,0.0,Very High (300+),Very High (86-100)
576453,DDD,2013J,Distinction,198.0,86.0,0.0,High (151-300),Very High (86-100)
576492,DDD,2013J,Fail,11.0,49.0,0.0,Very Low (0-25),Low (41-55)
576767,DDD,2013J,Pass,156.0,79.0,0.0,High (151-300),High (71-85)
576847,DDD,2013J,Distinction,179.0,87.0,28.6,High (151-300),Very High (86-100)
576879,DDD,2013J,Fail,57.0,69.0,0.0,Low (26-75),Medium (56-70)
576949,DDD,2013J,Pass,77.0,88.0,14.3,Medium (76-150),Very High (86-100)
577035,DDD,2013J,Distinction,108.0,79.0,0.0,Medium (76-150),High (71-85)
577126,DDD,2013J,Pass,49.0,57.0,42.9,Low (26-75),Medium (56-70)
577196,DDD,2013J,Withdrawn,145.0,97.0,0.0,Medium (76-150),Very High (86-100)
577200,DDD,2013J,Fail,8.0,34.0,0.0,Very Low (0-25),Very Low (0-40)
577212,DDD,2013J,Fail,15.0,60.0,0.0,Very Low (0-25),Medium (56-70)
577279,DDD,2013J,Distinction,303.0,77.0,0.0,Very High (300+),High (71-85)
577401,DDD,2013J,Withdrawn,9.0,,,Very Low (0-25),
577414,DDD,2013J,Pass,68.0,84.0,0.0,Low (26-75),High (71-85)
577464,DDD,2013J,Pass,251.0,76.0,0.0,High (151-300),High (71-85)
577558,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
577570,DDD,2013J,Withdrawn,42.0,42.0,25.0,Low (26-75),Low (41-55)
577638,DDD,2013J,Withdrawn,31.0,75.0,33.3,Low (26-75),High (71-85)
577652,DDD,2013J,Withdrawn,78.0,51.0,0.0,Medium (76-150),Low (41-55)
577736,DDD,2013J,Withdrawn,4.0,,,Very Low (0-25),
577930,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
578026,DDD,2013J,Fail,131.0,70.0,0.0,Medium (76-150),Medium (56-70)
578117,DDD,2013J,Fail,15.0,,,Very Low (0-25),
578150,DDD,2013J,Withdrawn,19.0,26.0,0.0,Very Low (0-25),Very Low (0-40)
578285,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
578303,DDD,2013J,Pass,77.0,77.0,0.0,Medium (76-150),High (71-85)
578427,DDD,2013J,Withdrawn,51.0,40.0,0.0,Low (26-75),Very Low (0-40)
578544,DDD,2013J,Withdrawn,2.0,,,Very Low (0-25),
578644,DDD,2013J,Pass,344.0,78.0,0.0,Very High (300+),High (71-85)
578697,DDD,2013J,Pass,177.0,53.5,0.0,High (151-300),Low (41-55)
578823,DDD,2013J,Pass,83.0,74.5,16.7,Medium (76-150),High (71-85)
578850,DDD,2013J,Pass,57.0,83.0,0.0,Low (26-75),High (71-85)
578906,DDD,2013J,Distinction,105.0,90.0,0.0,Medium (76-150),Very High (86-100)
578943,DDD,2013J,Pass,391.0,82.0,0.0,Very High (300+),High (71-85)
578956,DDD,2013J,Pass,80.0,83.0,0.0,Medium (76-150),High (71-85)
579105,DDD,2013J,Distinction,275.0,89.0,0.0,High (151-300),Very High (86-100)
579112,DDD,2013J,Fail,9.0,29.0,0.0,Very Low (0-25),Very Low (0-40)
579151,DDD,2013J,Pass,214.0,78.0,0.0,High (151-300),High (71-85)
579303,DDD,2013J,Withdrawn,22.0,70.0,100.0,Very Low (0-25),Medium (56-70)
579325,DDD,2013J,Pass,123.0,79.0,0.0,Medium (76-150),High (71-85)
579367,DDD,2013J,Pass,216.0,89.0,0.0,High (151-300),Very High (86-100)
579372,DDD,2013J,Fail,101.0,72.0,0.0,Medium (76-150),High (71-85)
579470,DDD,2013J,Fail,89.0,63.0,33.3,Medium (76-150),Medium (56-70)
579567,DDD,2013J,Pass,225.0,81.0,14.3,High (151-300),High (71-85)
579717,DDD,2013J,Pass,134.0,74.0,50.0,Medium (76-150),High (71-85)
580393,DDD,2013J,Pass,144.0,50.0,57.1,Medium (76-150),Low (41-55)
580415,DDD,2013J,Distinction,388.0,89.0,0.0,Very High (300+),Very High (86-100)
580441,DDD,2013J,Fail,14.0,70.0,0.0,Very Low (0-25),Medium (56-70)
580468,DDD,2013J,Pass,167.0,84.0,0.0,High (151-300),High (71-85)
580516,DDD,2013J,Pass,111.0,69.0,0.0,Medium (76-150),Medium (56-70)
580534,DDD,2013J,Fail,48.0,60.0,33.3,Low (26-75),Medium (56-70)
580595,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
580642,DDD,2013J,Pass,142.0,73.0,42.9,Medium (76-150),High (71-85)
580706,DDD,2013J,Withdrawn,38.0,61.0,100.0,Low (26-75),Medium (56-70)
580714,DDD,2013J,Distinction,112.0,96.0,0.0,Medium (76-150),Very High (86-100)
580916,DDD,2013J,Pass,165.0,72.0,0.0,High (151-300),High (71-85)
581065,DDD,2013J,Withdrawn,20.0,,,Very Low (0-25),
581138,DDD,2013J,Fail,149.0,47.0,0.0,Medium (76-150),Low (41-55)
581283,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
581320,DDD,2013J,Withdrawn,11.0,65.0,0.0,Very Low (0-25),Medium (56-70)
581552,DDD,2013J,Distinction,161.0,89.0,0.0,High (151-300),Very High (86-100)
581584,DDD,2013J,Withdrawn,6.0,,,Very Low (0-25),
581593,DDD,2013J,Pass,163.0,83.0,0.0,High (151-300),High (71-85)
581648,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
581697,DDD,2013J,Pass,121.0,85.0,0.0,Medium (76-150),High (71-85)
581755,DDD,2013J,Fail,6.0,63.0,100.0,Very Low (0-25),Medium (56-70)
581818,DDD,2013J,Withdrawn,16.0,,,Very Low (0-25),
581922,DDD,2013J,Pass,441.0,54.0,0.0,Very High (300+),Low (41-55)
582026,DDD,2013J,Fail,4.0,45.0,0.0,Very Low (0-25),Low (41-55)
582160,DDD,2013J,Fail,60.0,64.0,0.0,Low (26-75),Medium (56-70)
582227,DDD,2013J,Fail,33.0,70.0,100.0,Low (26-75),Medium (56-70)
582288,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
582302,DDD,2013J,Fail,56.0,77.0,75.0,Low (26-75),High (71-85)
582320,DDD,2013J,Pass,107.0,70.0,0.0,Medium (76-150),Medium (56-70)
582373,DDD,2013J,Withdrawn,82.0,84.0,0.0,Medium (76-150),High (71-85)
582416,DDD,2013J,Pass,146.0,88.0,14.3,Medium (76-150),Very High (86-100)
582452,DDD,2013J,Pass,51.0,69.0,0.0,Low (26-75),Medium (56-70)
582464,DDD,2013J,Pass,98.0,78.0,71.4,Medium (76-150),High (71-85)
582554,DDD,2013J,Fail,164.0,75.0,0.0,High (151-300),High (71-85)
582848,DDD,2013J,Withdrawn,51.0,52.5,50.0,Low (26-75),Low (41-55)
582879,DDD,2013J,Pass,188.0,85.0,0.0,High (151-300),High (71-85)
582931,DDD,2013J,Fail,63.0,56.0,14.3,Low (26-75),Medium (56-70)
582954,DDD,2013J,Fail,1.0,,,Very Low (0-25),
583037,DDD,2013J,Withdrawn,85.0,71.0,33.3,Medium (76-150),High (71-85)
583147,DDD,2013J,Withdrawn,31.0,,,Low (26-75),
583198,DDD,2013J,Pass,143.0,82.0,28.6,Medium (76-150),High (71-85)
583215,DDD,2013J,Withdrawn,72.0,77.5,0.0,Low (26-75),High (71-85)
583221,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
583247,DDD,2013J,Fail,34.0,78.0,16.7,Low (26-75),High (71-85)
583293,DDD,2013J,Pass,119.0,91.0,0.0,Medium (76-150),Very High (86-100)
583335,DDD,2013J,Fail,16.0,81.0,0.0,Very Low (0-25),High (71-85)
583438,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
583514,DDD,2013J,Pass,100.0,86.0,0.0,Medium (76-150),Very High (86-100)
583540,DDD,2013J,Pass,74.0,64.0,28.6,Low (26-75),Medium (56-70)
583570,DDD,2013J,Fail,0.0,,,Very Low (0-25),
583580,DDD,2013J,Fail,4.0,,,Very Low (0-25),
583606,DDD,2013J,Fail,52.0,59.0,0.0,Low (26-75),Medium (56-70)
583775,DDD,2013J,Withdrawn,50.0,80.0,50.0,Low (26-75),High (71-85)
583871,DDD,2013J,Pass,136.0,71.0,0.0,Medium (76-150),High (71-85)
583946,DDD,2013J,Pass,149.0,77.0,14.3,Medium (76-150),High (71-85)
583955,DDD,2013J,Pass,291.0,80.0,0.0,High (151-300),High (71-85)
584077,DDD,2013J,Withdrawn,7.0,55.0,100.0,Very Low (0-25),Low (41-55)
584082,DDD,2013J,Withdrawn,14.0,,,Very Low (0-25),
584132,DDD,2013J,Pass,63.0,62.0,0.0,Low (26-75),Medium (56-70)
584183,DDD,2013J,Pass,121.0,72.0,14.3,Medium (76-150),High (71-85)
584305,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
584315,DDD,2013J,Fail,36.0,49.0,40.0,Low (26-75),Low (41-55)
584433,DDD,2013J,Pass,78.0,84.0,14.3,Medium (76-150),High (71-85)
584455,DDD,2013J,Withdrawn,24.0,42.0,100.0,Very Low (0-25),Low (41-55)
584495,DDD,2013J,Pass,132.0,68.5,33.3,Medium (76-150),Medium (56-70)
584517,DDD,2013J,Withdrawn,2.0,,,Very Low (0-25),
584532,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
584586,DDD,2013J,Fail,21.0,76.0,0.0,Very Low (0-25),High (71-85)
584591,DDD,2013J,Withdrawn,90.0,69.0,0.0,Medium (76-150),Medium (56-70)
584615,DDD,2013J,Withdrawn,6.0,,,Very Low (0-25),
584628,DDD,2013J,Withdrawn,3.0,,,Very Low (0-25),
584640,DDD,2013J,Pass,102.0,80.0,28.6,Medium (76-150),High (71-85)
584883,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
584914,DDD,2013J,Pass,32.0,77.0,0.0,Low (26-75),High (71-85)
584918,DDD,2013J,Fail,103.0,42.5,16.7,Medium (76-150),Low (41-55)
584932,DDD,2013J,Fail,0.0,,,Very Low (0-25),
584943,DDD,2013J,Pass,157.0,76.0,14.3,High (151-300),High (71-85)
585098,DDD,2013J,Pass,150.0,74.0,57.1,Medium (76-150),High (71-85)
585134,DDD,2013J,Pass,75.0,64.0,0.0,Low (26-75),Medium (56-70)
585208,DDD,2013J,Withdrawn,128.0,68.0,25.0,Medium (76-150),Medium (56-70)
585210,DDD,2013J,Fail,15.0,42.0,50.0,Very Low (0-25),Low (41-55)
585326,DDD,2013J,Pass,274.0,85.0,14.3,High (151-300),High (71-85)
585359,DDD,2013J,Fail,70.0,51.5,66.7,Low (26-75),Low (41-55)
585384,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
585422,DDD,2013J,Pass,163.0,69.0,14.3,High (151-300),Medium (56-70)
585525,DDD,2013J,Withdrawn,11.0,24.0,0.0,Very Low (0-25),Very Low (0-40)
585579,DDD,2013J,Withdrawn,8.0,,,Very Low (0-25),
585695,DDD,2013J,Pass,84.0,92.0,0.0,Medium (76-150),Very High (86-100)
585929,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
585998,DDD,2013J,Withdrawn,97.0,90.0,0.0,Medium (76-150),Very High (86-100)
586022,DDD,2013J,Fail,69.0,72.5,25.0,Low (26-75),High (71-85)
586113,DDD,2013J,Fail,141.0,69.0,0.0,Medium (76-150),Medium (56-70)
586128,DDD,2013J,Pass,217.0,89.0,0.0,High (151-300),Very High (86-100)
586243,DDD,2013J,Distinction,134.0,90.0,0.0,Medium (76-150),Very High (86-100)
586257,DDD,2013J,Pass,163.0,87.0,14.3,High (151-300),Very High (86-100)
586317,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
586470,DDD,2013J,Fail,105.0,76.5,0.0,Medium (76-150),High (71-85)
586497,DDD,2013J,Pass,143.0,82.0,0.0,Medium (76-150),High (71-85)
586526,DDD,2013J,Pass,114.0,65.5,50.0,Medium (76-150),Medium (56-70)
586536,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
586550,DDD,2013J,Pass,20.0,55.0,14.3,Very Low (0-25),Low (41-55)
586609,DDD,2013J,Withdrawn,25.0,71.0,50.0,Very Low (0-25),High (71-85)
586625,DDD,2013J,Fail,113.0,51.0,33.3,Medium (76-150),Low (41-55)
586707,DDD,2013J,Withdrawn,1.0,70.0,0.0,Very Low (0-25),Medium (56-70)
586762,DDD,2013J,Pass,211.0,72.0,0.0,High (151-300),High (71-85)
586800,DDD,2013J,Distinction,464.0,89.5,0.0,Very High (300+),Very High (86-100)
586823,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
586912,DDD,2013J,Pass,206.0,66.0,14.3,High (151-300),Medium (56-70)
586961,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
587002,DDD,2013J,Pass,92.0,86.0,0.0,Medium (76-150),Very High (86-100)
587006,DDD,2013J,Fail,8.0,56.0,0.0,Very Low (0-25),Medium (56-70)
587099,DDD,2013J,Withdrawn,5.0,,,Very Low (0-25),
587179,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
587310,DDD,2013J,Withdrawn,6.0,,,Very Low (0-25),
587552,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
587576,DDD,2013J,Withdrawn,27.0,12.0,100.0,Low (26-75),Very Low (0-40)
587641,DDD,2013J,Pass,120.0,77.0,0.0,Medium (76-150),High (71-85)
587862,DDD,2013J,Pass,88.0,84.0,16.7,Medium (76-150),High (71-85)
587989,DDD,2013J,Pass,722.0,88.0,0.0,Very High (300+),Very High (86-100)
588013,DDD,2013J,Withdrawn,62.0,75.0,0.0,Low (26-75),High (71-85)
588033,DDD,2013J,Pass,62.0,90.0,0.0,Low (26-75),Very High (86-100)
588086,DDD,2013J,Pass,51.0,84.0,0.0,Low (26-75),High (71-85)
588132,DDD,2013J,Pass,407.0,90.0,0.0,Very High (300+),Very High (86-100)
588146,DDD,2013J,Fail,188.0,58.0,16.7,High (151-300),Medium (56-70)
588178,DDD,2013J,Pass,233.0,90.0,0.0,High (151-300),Very High (86-100)
588197,DDD,2013J,Withdrawn,31.0,,,Low (26-75),
588208,DDD,2013J,Pass,220.0,79.0,0.0,High (151-300),High (71-85)
588219,DDD,2013J,Pass,79.0,64.0,14.3,Medium (76-150),Medium (56-70)
588242,DDD,2013J,Withdrawn,0.0,,,Very Low (0-25),
